topic	sentence_1	sentence_2	label
Drones	Some drones can only hover while other drones can fly across oceans at great speeds.	Easy maintenance The Syma X5C drone is build with a modular design structure which facilitates easy maintenance.	NS
Drones	If commercial drone delivery is properly implemented, it means fewer cars and trucks on the road and increased convenience for customers and employees alike.	Using an extremely durable plastic called Kydex, the company creates inexpensive but rugged drones capable of surviving everything from high-impact crashes to shotgun blasts.	NS
Drones	<> Drone Sharpshooting (1x): improves your drones optimal range, but it can lower your Sentry Drone's dps in certain scenarios.	Civilian Use As capabilities have increased and costs have decreased over the years, drone developers began to dream of more uses for drones.	NS
Drones	But it would nonetheless be banned if network neutrality legislation were passed.	It may be impressive that sustainability in aviation starts with its creative use of fuselage .	DTORCD
Drones	Control systems allow drones to operate autonomously and they provide an interface with humans and off-board equipment.	A sentry drone cannot attack targets that are outside its owner's drone control range, even if they are within its own optimal range.	NS
Drones	Easy maintenance The Syma X5C drone is build with a modular design structure which facilitates easy maintenance.	UAVs are smaller sized than military drones since they are meant for civilian use and they are affordable to purchase and rather inexpensive to operate.	SS
Drones	This small device can provide a temporary wireless Internet connection wherever it flies.	UAVs are smaller sized than military drones since they are meant for civilian use and they are affordable to purchase and rather inexpensive to operate.	NS
Drones	This small device can provide a temporary wireless Internet connection wherever it flies.	Control systems allow drones to operate autonomously and they provide an interface with humans and off-board equipment.	NS
Drones	<> Drone Sharpshooting (1x): improves your drones optimal range, but it can lower your Sentry Drone's dps in certain scenarios.	Technical Capabilities Surveillance drones are equipped with sophisticated imaging technology that provides the ability to obtain detailed photographs of terrain, people, homes, and even small objects.	NS
Drones	Despite missing the deadline, the FAA has granted over 2,220 exemptions for commercial drones even as safety and privacy concerns increase.	And although drones have a remote wipe functionality, if the drone's already lost contact with its command center it wouldn't even receive this command.	NS
Drones	Control systems allow drones to operate autonomously and they provide an interface with humans and off-board equipment.	If you want to disable it, configure appropriate capability to false: Web Driver expects a Java Object stored in Capabilities settings for some of the Web Driver capabilities.	DTORCD
Drones	We are seeing advances in many drone construction techniques that will significantly increase capabilities and decrease cost.	Easy maintenance The Syma X5C drone is build with a modular design structure which facilitates easy maintenance.	NS
